system:index,ADM2_NAME,LST_Day_1km,.geo
00000000000000000156_0,Uasin Gishu,20.38081081081084,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_1,Uasin Gishu,23.020526315789507,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_2,Uasin Gishu,23.154736842105297,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_3,Uasin Gishu,21.15611111111114,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_4,Uasin Gishu,21.632162162162185,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_5,Uasin Gishu,22.452105263157918,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_6,Uasin Gishu,22.975405405405432,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_7,Uasin Gishu,22.930526315789503,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_8,Uasin Gishu,23.137368421052667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_9,Uasin Gishu,20.115714285714322,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_10,Uasin Gishu,18.9002702702703,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_11,Uasin Gishu,18.25894736842109,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_12,Uasin Gishu,18.8656756756757,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_13,Uasin Gishu,19.316842105263184,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_14,Uasin Gishu,20.61315789473687,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_15,Uasin Gishu,21.84500000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_16,Uasin Gishu,22.18684210526318,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_17,Uasin Gishu,22.39210526315792,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_18,Uasin Gishu,22.616842105263174,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_19,Uasin Gishu,19.546666666666688,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_20,Uasin Gishu,19.19971428571431,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_21,Uasin Gishu,18.32837837837841,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_22,Uasin Gishu,17.64421052631582,"{""type"":""MultiPoint"",""coordinates"":[]}"
