system:index,ADM2_NAME,LST_Day_1km,.geo
00000000000000000156_0,Uasin Gishu,20.058888888888916,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_1,Uasin Gishu,23.549459459459495,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_2,Uasin Gishu,23.47486486486489,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_3,Uasin Gishu,20.676111111111133,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_4,Uasin Gishu,20.723684210526347,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_5,Uasin Gishu,22.648333333333362,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_6,Uasin Gishu,23.481891891891923,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_7,Uasin Gishu,23.834864864864898,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_8,Uasin Gishu,23.54351351351355,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_9,Uasin Gishu,18.40388888888892,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_10,Uasin Gishu,17.643888888888917,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_11,Uasin Gishu,17.528333333333364,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_12,Uasin Gishu,18.289444444444474,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_13,Uasin Gishu,19.41810810810814,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_14,Uasin Gishu,20.48736842105266,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_15,Uasin Gishu,21.76783783783786,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_16,Uasin Gishu,22.61648648648652,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_17,Uasin Gishu,22.667297297297335,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_18,Uasin Gishu,22.4775675675676,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_19,Uasin Gishu,18.584054054054075,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_20,Uasin Gishu,18.07378378378381,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_21,Uasin Gishu,17.608378378378415,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_22,Uasin Gishu,17.528378378378406,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_23,Uasin Gishu,17.707837837837868,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_24,Uasin Gishu,18.136666666666702,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_25,Uasin Gishu,18.701052631578982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_26,Uasin Gishu,19.302105263157927,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_27,Uasin Gishu,20.817567567567597,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_28,Uasin Gishu,21.46243243243246,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_29,Uasin Gishu,21.22189189189191,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_30,Uasin Gishu,19.132162162162192,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_31,Uasin Gishu,19.045428571428598,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_32,Uasin Gishu,18.487297297297328,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_33,Uasin Gishu,18.120270270270296,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_34,Uasin Gishu,17.958648648648687,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_35,Uasin Gishu,18.05540540540544,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_36,Uasin Gishu,18.373783783783814,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_37,Uasin Gishu,18.63473684210529,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_38,Uasin Gishu,20.17473684210529,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_39,Uasin Gishu,20.622222222222256,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_40,Uasin Gishu,20.317777777777806,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_41,Uasin Gishu,20.051666666666694,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_42,Uasin Gishu,21.57702702702706,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_43,Uasin Gishu,21.364594594594614,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_44,Uasin Gishu,20.865675675675707,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_45,Uasin Gishu,20.745135135135165,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_46,Uasin Gishu,20.129459459459483,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_47,Uasin Gishu,19.612777777777808,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_48,Uasin Gishu,19.262777777777803,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_49,Uasin Gishu,18.722432432432463,"{""type"":""MultiPoint"",""coordinates"":[]}"
