system:index,ADM2_NAME,LST_Day_1km,.geo
00000000000000000156_0,Uasin Gishu,19.776315789473713,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_1,Uasin Gishu,22.62944444444446,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_2,Uasin Gishu,22.970555555555578,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_3,Uasin Gishu,20.023157894736876,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_4,Uasin Gishu,21.003513513513543,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_5,Uasin Gishu,21.71833333333337,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_6,Uasin Gishu,22.024444444444466,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_7,Uasin Gishu,22.936470588235316,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_8,Uasin Gishu,23.146470588235328,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_9,Uasin Gishu,18.218947368421084,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_10,Uasin Gishu,17.71648648648652,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_11,Uasin Gishu,17.866756756756786,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_12,Uasin Gishu,18.400555555555584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_13,Uasin Gishu,19.158108108108138,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_14,Uasin Gishu,20.278000000000027,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_15,Uasin Gishu,20.929428571428595,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_16,Uasin Gishu,22.01000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_17,Uasin Gishu,22.27000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_18,Uasin Gishu,22.56588235294121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_19,Uasin Gishu,18.760526315789505,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_20,Uasin Gishu,17.988918918918948,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_21,Uasin Gishu,17.83944444444448,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_22,Uasin Gishu,17.738108108108136,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_23,Uasin Gishu,17.873783783783814,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_24,Uasin Gishu,18.385555555555584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_25,Uasin Gishu,18.649444444444473,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_26,Uasin Gishu,19.29285714285717,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_27,Uasin Gishu,20.18567567567571,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_28,Uasin Gishu,20.838108108108138,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_29,Uasin Gishu,21.307058823529445,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_30,Uasin Gishu,19.09421052631583,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_31,Uasin Gishu,18.63432432432435,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_32,Uasin Gishu,18.471666666666692,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_33,Uasin Gishu,18.048378378378413,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_34,Uasin Gishu,18.35222222222225,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_35,Uasin Gishu,18.370555555555583,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_36,Uasin Gishu,18.571111111111136,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_37,Uasin Gishu,18.568421052631606,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_38,Uasin Gishu,19.2256756756757,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_39,Uasin Gishu,19.746216216216236,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_40,Uasin Gishu,20.858000000000036,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_41,Uasin Gishu,21.081111111111138,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_42,Uasin Gishu,21.392162162162194,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_43,Uasin Gishu,20.74315789473687,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_44,Uasin Gishu,20.25368421052634,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_45,Uasin Gishu,20.665000000000024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_46,Uasin Gishu,20.375945945945976,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_47,Uasin Gishu,20.148918918918945,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_48,Uasin Gishu,20.076842105263186,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_49,Uasin Gishu,21.06000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_50,Uasin Gishu,21.140270270270303,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_51,Uasin Gishu,19.76945945945949,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_52,Uasin Gishu,19.006756756756786,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_53,Uasin Gishu,19.160810810810844,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_54,Uasin Gishu,19.397222222222254,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_55,Uasin Gishu,21.986842105263182,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_56,Uasin Gishu,21.732631578947412,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_57,Uasin Gishu,21.150526315789506,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_58,Uasin Gishu,21.330540540540564,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_59,Uasin Gishu,21.01810810810814,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_60,Uasin Gishu,20.477027027027056,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_61,Uasin Gishu,20.322432432432457,"{""type"":""MultiPoint"",""coordinates"":[]}"
